"id_object","object_type","object_subtype","inventory_number","provenience_detail","provenance_detail","id_dating","pharaonic_ruler","id_provenience","place","archaeological_site","archaeological_context","id_location","place","country","lat","lon","current_or_former_provenances","tomb_owner_title_ids","tomb_owner_titles_unicode"
717,"architectural element","wall-fragment","TN 17.6.25.1c",,,30,"Tutankhamun",74,"Saqqara","Teti-Cemetery","Tomb of Amenemone",177,"Tomb of Amenemone (213/TPC)","Egypt","N 29°52'35.64"" ","E 31°13'18.85""","Egyptian Museum",,
718,"architectural element","wall-fragment","TN 17.6.25.1d",,,30,"Tutankhamun",74,"Saqqara","Teti-Cemetery","Tomb of Amenemone",177,"Tomb of Amenemone (213/TPC)","Egypt","N 29°52'35.64"" ","E 31°13'18.85""","Egyptian Museum",,
719,"architectural element","wall-fragment","TN 17.6.25.1e","tomb of Amenemone",,30,"Tutankhamun",74,"Saqqara","Teti-Cemetery","Tomb of Amenemone",177,"Tomb of Amenemone (213/TPC)","Egypt","N 29°52'35.64"" ","E 31°13'18.85""","Egyptian Museum",,
720,"architectural element","wall-fragment","TN 17.6.25.1f",,,30,"Tutankhamun",74,"Saqqara","Teti-Cemetery","Tomb of Amenemone",177,"Tomb of Amenemone (213/TPC)","Egypt","N 29°52'35.64"" ","E 31°13'18.85""","Egyptian Museum",,
1468,"architectural element","wall-fragment","TN 5.7.11",,,30,"Tutankhamun",74,"Saqqara","Teti-Cemetery","Tomb of Amenemone",177,"Tomb of Amenemone (213/TPC)","Egypt","N 29°52'35.64"" ","E 31°13'18.85""","Egyptian Museum",,
1537,"architectural element","wall-fragment","TNE 94: F105","discovered in two pieces during the Macquarie excavations in 1994",,30,"Tutankhamun",74,"Saqqara","Teti-Cemetery","Tomb of Amenemone",177,"Tomb of Amenemone (213/TPC)","Egypt","N 29°52'35.64"" ","E 31°13'18.85""","Main Magazine (Saqqara)",,
660,"architectural unit","tomb","213/TPC, 2 (Loret)","discovered by V. Loret 1898–9; Macquarie University archaeological mission 1995–96",,30,"Tutankhamun",74,"Saqqara","Teti-Cemetery","Tomb of Amenemone",177,"Tomb of Amenemone (213/TPC)","Egypt","N 29°52'35.64"" ","E 31°13'18.85""",,,
713,"statue","seated figure","TN 8.6.24.10",,"stored in the Old Kingdom tomb of Ankhmahor",30,"Tutankhamun",74,"Saqqara","Teti-Cemetery","Tomb of Amenemone",177,"Tomb of Amenemone (213/TPC)","Egypt","N 29°52'35.64"" ","E 31°13'18.85""","Egyptian Museum",,
176,"stela","rectangular-stela","TN 10.6.24.8",,"SR 11732, purchased in 1924",30,"Tutankhamun",74,"Saqqara","Teti-Cemetery","Tomb of Amenemone",177,"Tomb of Amenemone (213/TPC)","Egypt","N 29°52'35.64"" ","E 31°13'18.85""","Egyptian Museum",,
1542,"(tomb) equipment","shabti","TNE 96: 123",,,30,"Tutankhamun",74,"Saqqara","Teti-Cemetery","Tomb of Amenemone",177,"Tomb of Amenemone (213/TPC)","Egypt","N 29°52'35.64"" ","E 31°13'18.85""",,,
860,"architectural element","jamb","2600",,"Schiaparelli no 1605",30,"Tutankhamun",87,"Saqqara","Unas-Cemetery","Tomb of Pay & Raia",175,"Tomb of Pay and Raia (017/USC, 042/USC)","Egypt","N 29°51'57.36""","E 31°13'01.84""","Museo Egizio",,
868,"architectural element","lintel",,"discovered during the excavations in the Valley Temple of King Unas bei A. Moussa. It may originally have been installed in the tomb of Pay at Saqqara (Unas Cemetery).",,30,"Tutankhamun",87,"Saqqara","Unas-Cemetery","Tomb of Pay & Raia",175,"Tomb of Pay and Raia (017/USC, 042/USC)","Egypt","N 29°51'57.36""","E 31°13'01.84""",,,
756,"architectural element","pyramidion","D 21","The pyramidion was originally installed atop the funerary pyramid of the tomb of Pay.","N 362; formerly collection of Baron Taylor, Isidore Justin Séverin (1832)",30,"Tutankhamun",87,"Saqqara","Unas-Cemetery","Tomb of Pay & Raia",175,"Tomb of Pay and Raia (017/USC, 042/USC)","Egypt","N 29°51'57.36""","E 31°13'01.84""","Musée du Louvre",,
861,"architectural element","wall-fragment","2601",,"Schiaparelli no 1606",30,"Tutankhamun",87,"Saqqara","Unas-Cemetery","Tomb of Pay & Raia",175,"Tomb of Pay and Raia (017/USC, 042/USC)","Egypt","N 29°51'57.36""","E 31°13'01.84""","Museo Egizio",,
862,"architectural element","wall-fragment","NI 104 & 235",,"permanently loan to Musée du Louvre, in no E 15562",30,"Tutankhamun",87,"Saqqara","Unas-Cemetery","Tomb of Pay & Raia",175,"Tomb of Pay and Raia (017/USC, 042/USC)","Egypt","N 29°51'57.36""","E 31°13'01.84""","Musée Auguste Rodin",,
2190,"architectural element","wall-fragment",,"south screen wall of the antechapel of the tomb of Pay and Raia, east face. Found with face down on the pavement.",,30,"Tutankhamun",87,"Saqqara","Unas-Cemetery","Tomb of Pay & Raia",175,"Tomb of Pay and Raia (017/USC, 042/USC)","Egypt","N 29°51'57.36""","E 31°13'01.84""",,,
2191,"stela","falsedoor-stela",,"The stela was originally installed as central stela at the west wall of the sanctuary of the tomb of Pay",,30,"Tutankhamun",87,"Saqqara","Unas-Cemetery","Tomb of Pay & Raia",175,"Tomb of Pay and Raia (017/USC, 042/USC)","Egypt","N 29°51'57.36""","E 31°13'01.84""",,,
864,"stela","round-topped stela","BM EA 156",,"formerly d'Athanasi collection (1845)",30,"Tutankhamun",87,"Saqqara","Unas-Cemetery","Tomb of Pay & Raia",175,"Tomb of Pay and Raia (017/USC, 042/USC)","Egypt","N 29°51'57.36""","E 31°13'01.84""","British Museum; Collection of Giovanni d'Athanasi/ Dimitrios Papandriopulos; Sotheby's",,
865,"stela","round-topped stela","MMA 04.2.527 + R 94-76 + R 94-62 + 2004-R1, R 94-70, R 95-2, R 96-5, R 96-2","The stela was most likely erected against the south jamb of the antechapel entrance.","formerly judge Albert E. Farman collection, formed when he was U.S. consul general in Egypt 1876–84. Donated to the museum by Darius Ogden Mills, New York, in 1904.",30,"Tutankhamun",87,"Saqqara","Unas-Cemetery","Tomb of Pay & Raia",175,"Tomb of Pay and Raia (017/USC, 042/USC)","Egypt","N 29°51'57.36""","E 31°13'01.84""","Collection of Elbert E. Farman; Metropolitan Museum of Art",,
96,"(tomb) equipment","shabti","N 2657","tomb of Pay and Raia","formerly collection Durand (1825)",30,"Tutankhamun",87,"Saqqara","Unas-Cemetery","Tomb of Pay & Raia",175,"Tomb of Pay and Raia (017/USC, 042/USC)","Egypt","N 29°51'57.36""","E 31°13'01.84""","Collection of Edmé Antoine Durand; Musée du Louvre",,
870,"(tomb) equipment","shabti","SAK 2009-24",,,30,"Tutankhamun",87,"Saqqara","Unas-Cemetery","Tomb of Pay & Raia",175,"Tomb of Pay and Raia (017/USC, 042/USC)","Egypt","N 29°51'57.36""","E 31°13'01.84""","Main Magazine (Saqqara)",,
2125,"architectural element","doorway","CTS-SB-06202",,,30,"Tutankhamun",89,"Saqqara","Unas-Cemetery","Tomb of Ry",174,"Tomb of Ry (038/USC)","Egypt","N 29°51'57.26""","E 31°13'02.73""","Flagellation Museum, Museum of the Studium Biblicum Franciscanum",,
1554,"architectural element","pyramidion","JE 48840","The pyramidion of Ry was first thought to have come from Abydos. According to his own recollection, Auguste Mariette (1821–81) had excavated it there on the east slope of the central cemetery. Curiously, in the Journal d’entrée of the Egyptian Museum in Cairo, it is noted that the object was found “at Memphis”. The apparent mix-up has recently been cleared. Mariette’s unpublished inventaire, the precursor of the Journal d’entrée, lists the pyramidion among the finds he made at Saqqara in February 1861. In the late 1850s and early
1860s, Mariette engaged in excavations south of the Step Pyramid at Saqqara to gather a collection for the soon-to-be-opened Boulaq Museum.","previously JE 14975, SR 13738",30,"Tutankhamun",89,"Saqqara","Unas-Cemetery","Tomb of Ry",174,"Tomb of Ry (038/USC)","Egypt","N 29°51'57.26""","E 31°13'02.73""","Egyptian Museum",,
2074,"architectural element","wall-fragment","37.39 E",,,30,"Tutankhamun",89,"Saqqara","Unas-Cemetery","Tomb of Ry",174,"Tomb of Ry (038/USC)","Egypt","N 29°51'57.26""","E 31°13'02.73""","The Brooklyn Museum",,
1557,"architectural element","wall-fragment","ÄM 7275","The wall-fragment was originally installed on the north wall of the inner chapel of the tomb of Ry","formerly Guiseppe Passalacqua collection (1827)",30,"Tutankhamun",89,"Saqqara","Unas-Cemetery","Tomb of Ry",174,"Tomb of Ry (038/USC)","Egypt","N 29°51'57.26""","E 31°13'02.73""","Ägyptisches Museum und Papyrussammlung; Collection of Huber?",,
1550,"architectural element","wall-fragment","ÄM 7277",,"formerly Guiseppe Passalacqua collection (1827)",30,"Tutankhamun",89,"Saqqara","Unas-Cemetery","Tomb of Ry",174,"Tomb of Ry (038/USC)","Egypt","N 29°51'57.26""","E 31°13'02.73""","Ägyptisches Museum und Papyrussammlung; Collection of Huber?",,
77,"architectural element","wall-fragment","ÄM 7278",,"formerly Guiseppe Passalacqua collection (1827)",30,"Tutankhamun",89,"Saqqara","Unas-Cemetery","Tomb of Ry",174,"Tomb of Ry (038/USC)","Egypt","N 29°51'57.26""","E 31°13'02.73""","Ägyptisches Museum und Papyrussammlung; Collection of Guiseppe Passalacqua",,
2124,"architectural element","wall-fragment","R94-78",,,30,"Tutankhamun",89,"Saqqara","Unas-Cemetery","Tomb of Ry",174,"Tomb of Ry (038/USC)","Egypt","N 29°51'57.26""","E 31°13'02.73""","Main Magazine (Saqqara)",,
2073,"architectural unit","tomb","038/USC, LS 25 (Lepsius)","discovered by C. R. Lepsius (1834), Leiden archaeological mission (2013)",,30,"Tutankhamun",89,"Saqqara","Unas-Cemetery","Tomb of Ry",174,"Tomb of Ry (038/USC)","Egypt","N 29°51'57.26""","E 31°13'02.73""",,,
1549,"stela","falsedoor-stela","ÄM 7290","The stela was originally installed on the west wall of the inner sanctuary of the tomb of Ry.","formerly Guiseppe Passalacqua collection (1827)",30,"Tutankhamun",89,"Saqqara","Unas-Cemetery","Tomb of Ry",174,"Tomb of Ry (038/USC)","Egypt","N 29°51'57.26""","E 31°13'02.73""","Ägyptisches Museum und Papyrussammlung",,
287,"stela","unspecified","37.46 E",,,30,"Tutankhamun",89,"Saqqara","Unas-Cemetery","Tomb of Ry",174,"Tomb of Ry (038/USC)","Egypt","N 29°51'57.26""","E 31°13'02.73""","The Brooklyn Museum",,
2229,"architectural element","wall-fragment",,"From the northern wall of the main chapel of the tomb of Hatiay discovered by the SCA archaeological mission in the 1990s.",,30,"Tutankhamun",101,"Saqqara","Teti-Cemetery","Tomb of Hatiay",153,"Tomb of Hatiay (228/TPC)","Egypt","N 29°52'35.22""","E 31°13'21.18""","Main Magazine (Saqqara)","93","ḥr.j jr.j ḫsbḏ"
2225,"architectural unit","tomb","228/TPC","Discovered by SCA archaeological mission (1990s)",,30,"Tutankhamun",101,"Saqqara","Teti-Cemetery","Tomb of Hatiay",153,"Tomb of Hatiay (228/TPC)","Egypt","N 29°52'35.22""","E 31°13'21.18""",,"93","ḥr.j jr.j ḫsbḏ"
2216,"stela","round-topped stela",,"Seven fragments of it were recovered from the debris of the upper layers located to the southeast of the tomb; this took place during the 2007 excavation season, when these layers were being removed with a loader. It appears that this stela had already been broken into several pieces in antiquity and was scattered during the excavations carried out at the site since the end of the 19th century. It was found in the debris around the mudbrick enclosure wall of the temple of Anubis",,30,"Tutankhamun",101,"Saqqara","Teti-Cemetery","Tomb of Hatiay",153,"Tomb of Hatiay (228/TPC)","Egypt","N 29°52'35.22""","E 31°13'21.18""","Main Magazine (Saqqara)","93","ḥr.j jr.j ḫsbḏ"
330,"stela","falsedoor-stela","TN 2.11.24.1","A doubt remains regarding whether the stela originates from Saqqara or Abydos; it is kept in the Egyptian Museum Cairo (Staring 2022, 386–387; Pasquali 2017, 577). ",,30,"Tutankhamun",129,"Abydos",,,,,,,,"Egyptian Museum",,
941,"architectural element","wall-fragment","ÄM 12411",,"formerly Carl August Reinhardt collection (1894)",30,"Tutankhamun",168,"Saqqara",,"Tomb of Ptahemhat Ty",,,,,,"Ägyptisches Museum und Papyrussammlung; Collection of Carl August Reinhardt","794; 928","sm n Pth; wr ḫrp ḥmw.w"
944,"small finds","vessels & container","E 8420",,"formerly collection of G. Stier (1887)",30,"Tutankhamun",168,"Saqqara",,"Tomb of Ptahemhat Ty",,,,,,"Musée du Louvre","794; 928","sm n Pth; wr ḫrp ḥmw.w"
942,"stela","round-topped stela","BM EA 972",,"purchased from Miss Selima Harris in 1875, formerly Anthony Charles Harris collection",30,"Tutankhamun",168,"Saqqara",,"Tomb of Ptahemhat Ty",,,,,,"British Museum; Collection of  Anthony Charles Harris","794; 928","sm n Pth; wr ḫrp ḥmw.w"
164,"stela","unspecified","1",,"formerly Amherst collection (1921)",30,"Tutankhamun",168,"Saqqara",,"Tomb of Ptahemhat Ty",,,,,,"Collection of William Tyssen–Amherst, 1st Baron Amherst of Hackney","794; 928","sm n Pth; wr ḫrp ḥmw.w"
943,"stela","unspecified","213",,,30,"Tutankhamun",168,"Saqqara",,"Tomb of Ptahemhat Ty",,,,,,"Collection of Rudolf Mosse","794; 928","sm n Pth; wr ḫrp ḥmw.w"
2184,"architectural unit","tomb","216/TPC","Discovered by SCA archaeological mission (1990s)",,30,"Tutankhamun",173,"Saqqara","Teti-Cemetery","Tomb of Pakharu",160,"Tomb of Pakharu (216/TPC)","Egypt","N 29°52'34.50""","E 31°13'20.28""",,,
2,"stela","falsedoor-stela","10864",,,30,"Tutankhamun",175,"Saqqara","Unas-Cemetery","Tomb of Ny",178,"Unas-Cemetery","Egypt","N 29°51'59.80""","E 31°13'02.87""","Ancient Oriental Museum","1537; 1538; 55; 65; 749","ḥmw.w; ḥr.j nb.jjw n pr Ptḥ; wꜥb; wꜥb n ḥꜣ.t n Ptḥ ꜥq ḥr ḏsr m ḥw.t nbw n Ptḥ; wꜥb wnmj"
1699,"stela","round-topped stela","2001-R277, 2013-R31","discovered by the Leiden archaeological mission, south of the southeastern chapel of Merytneith",,30,"Tutankhamun",175,"Saqqara","Unas-Cemetery","Tomb of Ny",178,"Unas-Cemetery","Egypt","N 29°51'59.80""","E 31°13'02.87""","Main Magazine (Saqqara)","1537; 1538; 55; 65; 749","ḥmw.w; ḥr.j nb.jjw n pr Ptḥ; wꜥb; wꜥb n ḥꜣ.t n Ptḥ ꜥq ḥr ḏsr m ḥw.t nbw n Ptḥ; wꜥb wnmj"
2215,"architectural unit","tomb","227/TPC","Discovered by the SCA archaeological mission in the 1997 east of the funerary temple of Queen Iput.",,30,"Tutankhamun",176,"Saqqara","Teti-Cemetery","Tomb of Hatiay",154,"Tomb of Hatiay (227/TPC)","Egypt","N 29°52'35.02""","E 31°13'21.12""",,"56; 66","ḥmw.w n Ptḥ; ḥr.j ḥmw.w n Ptḥ"
46,"stela","falsedoor-stela","MG 1963",,"Rapporté d'Egypte en 1842 par Louis de Saint-Ferriol, Don de Gabriel de Saint-Ferriol, fils du comte Louis de Saint-Ferriol,en 1916",30,"Tutankhamun",182,"Saqqara","Teti-Cemetery","Tomb of Amenemhat",179,"Teti-Cemetery","Egypt","N 29°52'34.53""","E 31°13'18.61""","Musée de Peinture et de Sculpture","107","ḥr.j nb.jjw"
1355,"other text documents","papyrus","237128 (21884)",,,30,"Tutankhamun",,,,,,,,,,"National Museum in Warsaw",,
485,"stela","falsedoor-stela","AP 9",,"formerly Anastasi collection (1828)",30,"Tutankhamun",,,,,,,,,,"Collection of Giovanni Anastasi; Rijksmuseum van Oudheden",,
116,"stela","falsedoor-stela","BM EA 335",,"formerly Anastasi collection (1839)",30,"Tutankhamun",,,,,,,,,,"British Museum; Collection of Giovanni Anastasi",,
1651,"stela","round-topped stela","2588",,,30,"Tutankhamun",,,,,,,,,,"Museo Egizio",,
1916,"stela","unspecified","345/67",,,30,"Tutankhamun",,,,,,,,,,"Ägyptisches Museum und Papyrussammlung",,
